D	bare	0.000696218607597897
T	hos	0.000692367243128243
A	høj	0.00067834076715132
NC	menneske	0.000672839630604563
NC	replik	0.000670501505350461
V	ligge	0.000658112285938333
D	tilbage	0.000644063054484484
V	ske	0.000639044334048549
D	igen	0.000631432627016945
NC	sag	0.000629209416921317
D	siden	0.000628616636747405
NC	regering	0.000624926836163924
NC	eksempel	0.000619755654032587
D	frem	0.000613261240918029
NC	verden	0.000605188735478682
D	måske	0.00060209512839065
D	sådan	0.000602004106482948
V	vide	0.000599002659076465
NC	folk	0.000597803445442487
T	uden	0.000597002452654707
D	endnu	0.000595932945239205
V	lave	0.000595748625876108
V	tale	0.000594725767188304
A	ung	0.000593865610160517
A	egen	0.000593775726026661
D	hvordan	0.000589898192758543
NC	problem	0.000587089029132082
L	10	0.000583898711267116
V	spille	0.000581261351491442
NC	uge	0.00057784689217876
NC	side	0.000577759283592597
A	årig	0.000575584997772358
NC	vej	0.00057377138626139
NC	penge	0.000569627613913243
D	ned	0.000568537626568508
L	fire	0.000566925401028332
P	vores	0.000565233531318915
NC	minut	0.000564881959200415
L	3	0.000564727221957321
V	fortælle	0.000558716362727431
A	rigtig	0.000553507634059168
V	tro	0.000551089864635826
NC	kamp	0.000550772425732714
A	klar	0.000548603828781707
NC	kvinde	0.000542003602699444
T	omkring	0.000537224952545074
NC	liv	0.000536127000783415
T	ifølge	0.000536009810077249
NC	virksomhed	0.000524485298788292
A	politisk	0.000523019846074286
NC	by	0.000521491815798733
V	lægge	0.000521083354987919
D	stadig	0.000517487989633679
NC	forhold	0.000514798292261076
D	først	0.000514369351521029
L	30	0.000511676240826887
NC	mulighed	0.000509604354652814
NC	måde	0.000509532674900499
V	arbejde	0.000508365318934217
T	gennem	0.000500759300771844
V	lade	0.00049834835799158
NC	arbejde	0.000496869251991417
NC	grund	0.000493750613878768
D	over	0.000491971135583188
L	5	0.000484705311800853
D	allerede	0.00048351064926226
D	samtidig	0.000482108911883645
V	begynde	0.000481730033192834
NC	politi	0.00047375765185196
V	køre	0.000472482207370281
L	20	0.000471269340450148
NC	bog	0.00047077668437471
V	vælge	0.000466293855420372
V	skabe	0.000465562266837215
D	da	0.000465236863517179
NP	EU	0.00046182126643065
NC	område	0.000461409392298298
NC	måned	0.000457926666554839
L	4	0.000450032791609357
V	sidde	0.000449614090833927
D	altså	0.000447871021301428
D	gerne	0.000445204079405751
P	min	0.0004424984531993
NC	par	0.000442005797123862
A	svær	0.000437905260181874
NC	række	0.000436107577504753
L	fem	0.000435518210652381
D	aldrig	0.000433429257870613
D	netop	0.000433000317130566
V	følge	0.000427846201606924
D	altid	0.000425575205009752
NC	skole	0.000425027935789692
NC	plads	0.000422969702901774
NC	går	0.000420506422524581
NP	USA	0.00041885551267363
A	amerikansk	0.00041754707275041
NC	familie	0.00041574939007329
V	betyde	0.000415707292440977
V	høre	0.000415207809722461
L	15	0.00041427255962082
A	næste	0.000412536316731399
A	vigtig	0.000411589688891295
NP	de	0.000409704397628011
V	slå	0.000406647199303061
NC	klokke	0.000405077071395196
NC	pris	0.000403611618681189
NC	million	0.000403070038330361
D	nemlig	0.000399475810749967
NC	historie	0.000396252497443459
V	tænke	0.000396176266595758
NC	bil	0.000396148960023448
NC	ting	0.000395618757411082
V	møde	0.000393472915937
V	kende	0.000393302249860059
A	forskellig	0.000392415924033808
A	få	0.000391402167536773
V	syne	0.000390347451181273
NC	film	0.000390346313407427
V	sende	0.000388597555005697
V	falde	0.000386862449890122
NC	hus	0.000383597038951302
NC	formand	0.000383326248775888
V	burde	0.000375509742451953
V	samle	0.000373916859067163
P	hendes	0.000373608522354822
NC	aften	0.000373583491330204
NC	direktør	0.000373302461190173
D	rundt	0.000369960819403653
NC	parti	0.000369800393291327
NC	spørgsmål	0.000368274638563468
NC	medlem	0.000367882106586501
T	inden	0.000367545325528003
A	mulig	0.000365119591687737
A	økonomisk	0.000364473336143051
NC	jeg	0.000364157035013785
A	hurtig	0.000363329873427541
V	købe	0.000362845181769026
D	alt	0.000359924516305629
NC	dansker	0.000358814049031661
A	stærk	0.000357819634690013
L	6	0.000355129937317411
V	vinde	0.000354591770288121
D	næsten	0.000351834944258588
L	VI	0.000348773194838252
A	særlig	0.000348098494947409
V	betale	0.000346100564073343
NP	Jensen	0.000345775160753308
NP	Peter	0.000344752302065503
V	leve	0.000343447275463822
V	vente	0.000342906832886839
A	enkelt	0.000342816948752983
D	ellers	0.000342471065503714
V	nå	0.000341633663952853
D	heller	0.000340271748658858
NC	hold	0.000339490098026464
V	handle	0.000339289849829519
D	blot	0.000337585464607794
V	ønske	0.000337455758389318
L	12	0.000337236168036986
NC	selskab	0.00033701202658927
C	samt	0.000336710516520006
D	dermed	0.000336319122316886
D	cirka	0.000336069949844551
NC	fald	0.000333311986041171
NC	gruppe	0.000331910248662556
V	stige	0.000331169557888629
NC	lov	0.000329691589662313
NP	Nielsen	0.00032878137058529
NC	billede	0.000327865462639036
V	kalde	0.000327062194303563
A	faktisk	0.000325875496181894
NC	mål	0.000325059712334113
V	lyde	0.000321768132596828
D	især	0.000321581537686039
A	international	0.000320273097762818
D	videre	0.000319094364058074
V	stille	0.000318770098511884
NC	time	0.000318082883108732
NP	Hansen	0.000317887186007172
A	offentlig	0.000317443454207123
NC	ord	0.000317268237034797
V	forsøge	0.000315051853582246
T	bag	0.000313990310583668
V	læse	0.000313903839771351
NC	politiker	0.000310708970811
V	gælde	0.000309583712477031
D	alligevel	0.000306568611784392
V	føre	0.00030647758987669
NC	bank	0.000304531996599554
D	ofte	0.000304373846034921
A	kort	0.000303918736496409
NC	brug	0.000302777549328592
NP	Odense	0.000301083404071483
NC	person	0.000300170909446768
A	nær	0.000299613400262091
NC	resultat	0.00029846424867735
NC	udvikling	0.000297551754052634
L	14	0.000297108022252585
L	7	0.000296793996671013
NC	forbindelse	0.000296385535860199
V	trække	0.00029624445190326
NC	leder	0.000296111332363245
A	øvrig	0.000295449147984711
V	sikre	0.00029510098918775
NC	navn	0.000294964456326196
NC	løb	0.000292654775418251
D	hvorfor	0.000292112057293576
T	siden	0.00029206199524434
L	50	0.000291803720581234
NC	form	0.000291266691325791
L	11	0.000290785412988815
D	uden	0.000290266588114912
V	forklare	0.000289670394619462
A	fast	0.000289192529604025
D	ganske	0.000285745074849801
L	0	0.000285569857677474
L	8	0.00028530816969283
V	ansætte	0.00028476090047277
T	før	0.000284107818285006
P	hvem	0.000282947288961802
A	hård	0.000280299689221511
NC	grad	0.000279895779506082
A	sikker	0.000277363094924266
NP	Lars	0.000276714563831887
C	før	0.000276473355776476
L	16	0.000276291311961072
V	føle	0.000274825859247065
A	tæt	0.000274068101865443
A	eneste	0.000273499214942304
V	opleve	0.000272574204805279
A	tysk	0.000272478631802192
NC	projekt	0.00027225904144986
NC	samfund	0.000271039347886649
V	bo	0.000270750353329695
V	kræve	0.000269802587715745
L	100	0.000268508938852526
L	seks	0.000265538211339892
V	spørge	0.000264546072545937
V	hjælpe	0.000263842928308937
NC	møde	0.000263336618947343
L	25	0.000263236494848871
L	9	0.000263016904496539
V	forstå	0.000262165849659522
D	selvfølgelig	0.000262058898917972
A	dårlig	0.000261673193584084
L	18	0.000261455878779445
D	således	0.00026142060779021
NC	situation	0.000259941501790048
NP	Andersen	0.000259088171405339
V	fortsætte	0.000258650128474521
NC	plan	0.000258295143034482
V	svare	0.000258016388442144
NC	hånd	0.000257367857349765
A	fri	0.000256992391980493
NC	universitet	0.000256494047035823
NC	avis	0.000255582690184954
NC	opgave	0.000253409542138562
NC	valg	0.000253375408923174
NC	tal	0.000252404887832298
L	13	0.000251452571122963
NP	Europa	0.00025105890137215
NC	slags	0.000250487738901318
NC	klub	0.00025041378360131
NC	tekst	0.000250313659502838
NC	morgen	0.000249595724205836
NC	stat	0.0002478640324118
L	17	0.000247265563368657
D	til	0.000245979878922363
NC	forælder	0.000244270942605252
A	ene	0.000243484740877474
NC	ret	0.000242939747205106
P	hvilken	0.000242598415051222
A	ekstra	0.000242317384911192
D	ude	0.000242306007172729
L	19	0.000241584658554188
V	flytte	0.000241082900287979
NC	undersøgelse	0.000240950918521811
NP	Århus	0.000240138547995568
NC	antal	0.000239760807078604
D	alene	0.000238797112630806
NP	Rasmussen	0.00023812923938304
P	begge	0.000238090555072267
A	ren	0.000237711676381456
V	vende	0.000237380584192189
D	ret	0.000237031287621381
NC	krav	0.000236728639778271
A	lokal	0.000236711573170577
NC	fremtid	0.0002364294052567
D	væk	0.000236065317625891
V	ændre	0.000235867344976638
NC	øje	0.000235725123245853
NC	aftale	0.000235664821232
NC	forslag	0.000235595417027377
V	koste	0.000234949161482691
NC	musik	0.000234507705230335
NC	samarbejde	0.000234257394984154
A	privat	0.000233957022688736
V	fylde	0.000233490535411762
NC	præsident	0.000231624586303865
V	oplyse	0.000231614346339249
NC	søndag	0.000231144445740735
A	fuld	0.000230652927439143
D	længe	0.000229359278575924
NC	medarbejder	0.000228921235645107
V	bygge	0.000228807458260479
V	ramme	0.000228468401654288
T	imod	0.000228358037591199
NC	pige	0.000228281806743498
NC	tilfælde	0.00022736703657109
NC	elev	0.000226054045552485
NC	marked	0.000225792357567841
T	igennem	0.000225215506227778
NC	lørdag	0.00022353615203067
V	lære	0.000223473574469125
A	social	0.000223038944859847
NC	far	0.000222990020584457
V	udvikle	0.000222787496839819
NC	kirke	0.000220134208230297
NC	mor	0.000219775809468719
A	halv	0.000219416272933295
NC	kunde	0.000219078354100951
V	prøve	0.000218955474525552
V	åbne	0.000218540187071661
V	hedde	0.00021839682756703
A	europæisk	0.00021787686491928
NC	periode	0.000217508226193086
D	vel	0.000216355661286806
NC	masse	0.000216120142100626
NP	Henrik	0.000215759467791356
V	rejse	0.000215741263409815
A	åben	0.000215668445883654
NC	borger	0.00021547388655594
L	40	0.000215460233269785
V	ligne	0.000215222438535912
NC	ja	0.000214957337229729
V	mangle	0.000214662653803543
NP	S	0.000214435099034287
D	hjem	0.000213671652783435
V	sælge	0.000213056117132598
D	hen	0.000213006055083362
D	desuden	0.000212825149041803
C	ligesom	0.000212476990244842
NP	Michael	0.000211812530318615
NC	uddannelse	0.000211440478270882
V	forvente	0.000210809013786197
A	direkte	0.000210448339476927
NC	fredag	0.000210363006438456
D	for	0.000208427653125936
V	søge	0.000208390106589009
V	lukke	0.000207751815461247
A	lav	0.000207587976027383
NC	krig	0.000205686755930251
D	der	0.000205526329817926
NC	ven	0.000204939238513246
NC	vand	0.000204926723000937
A	fin	0.000204785639043998
D	fortsat	0.000204238369823938
NC	job	0.000204187170000856
D	slet	0.000203879971062361
NC	nummer	0.000203856077811589
V	ende	0.000203729784914652
NC	interesse	0.000203243955482291
NC	økonomi	0.000203057360571501
D	end	0.000202761539371469
NC	spil	0.000202254092236028
NP	Søren	0.000202115283826782
P	hinanden	0.000201734129588279
NC	hjælp	0.000201687480860582
V	deltage	0.000201548672451336
NP	Erik	0.000201238060191302
V	starte	0.000201164104891294
A	såkaldt	0.00020115614047437
L	ti	0.000201059429697436
NC	tv	0.000200737439698939
T	ad	0.00019922078716185
NP	Jens	0.000198844184018731
NC	kilometer	0.000197382144626263
L	21	0.000196362699259998
NC	øjeblik	0.000196064602512273
I	ja	0.000195730097001467
V	virke	0.000195411520324509
V	håbe	0.000195387627073737
M	@s	0.000195182827781407
A	almindelig	0.000194859700009064
V	løbe	0.000194834668984445
NC	rolle	0.000194387523862858
V	bringe	0.000194104218175135
NC	gengæld	0.000193178070264264
NC	tur	0.000192019816488752
NP	Tyskland	0.00019128367681021
L	syv	0.000190123147487006
A	sort	0.000189885352753133
NC	tidspunkt	0.000189336945759227
NC	politik	0.000189334670211535
A	nødvendig	0.000189222030600753
NC	meter	0.000188542779614525
A	hvid	0.00018853822851914
NC	debat	0.000187898799617531
V	lykkes	0.000187436863435942
A	glad	0.000186066983725022
NP	Jørgen	0.000185167004612616
NC	ansvar	0.000184502544686389
NC	stykke	0.000183250993455483
NP	Thomas	0.000182435209607701
V	modtage	0.000182368080950771
NC	tale	0.000181403248729126
V	vurdere	0.000181355462227583
NP	Anders	0.000181168867316793
NC	forfatter	0.000181055089932165
V	vokse	0.000180926521487535
C	inden	0.000180185830713608
A	positiv	0.000177755545777957
V	miste	0.00017726857857175
NC	system	0.000177005752813259
NC	dreng	0.000176483514617817
A	fælles	0.000176366323911651
NC	mandag	0.000176352670625495
NC	torsdag	0.000175895285539291
NC	huskeregel	0.00017587139228852
L	60	0.000175658628579265
NC	løsning	0.000175550540063869
NP	Larsen	0.000175239927803835
C	efter	0.000174905422293029
NP	Pedersen	0.000174717689608393
V	passe	0.000174379770776048
L	otte	0.000174269406712959
NC	tvivl	0.000174263717843728
V	øge	0.000174114669469865
NC	ledelse	0.000173849568163682
A	rød	0.000173717586397514
V	skylde	0.000173354636540551
NP	Hans	0.000173320503325163
C	til	0.000173244272477462
NC	teater	0.000172186142800423
NC	virkelighed	0.000172013201175789
NP	Ole	0.000172008650080404
NC	sæson	0.000171778819763455
A	alvorlig	0.000171579709340357
A	fransk	0.000171479585241884
NC	spiller	0.000170406664504843
NC	beslutning	0.000170091501149424
NC	læge	0.000169981137086335
V	bryde	0.000169483929915511
D	imidlertid	0.000169297335004722
NC	kraft	0.000168897976384678
NC	lejlighed	0.000168841087692364
NC	aktie	0.000168635150626187
NC	rest	0.000168507719955404
T	per	0.000168009375010734
D	på	0.000167790922432249
V	hænge	0.000167545163281452
NC	skat	0.000167482585719907
NC	sejr	0.000166881841129072
NC	baggrund	0.000166342536325936
NP	Niels	0.00016595000434897
A	dyb	0.000165144460465805
NC	program	0.000165015892021175
A	enig	0.000164770132870379
A	personlig	0.000164635875556518
NC	sommer	0.000164544853648816
V	afvise	0.000164010099941065
NP	Kina	0.000163969140082599
V	beslutte	0.000163961175665675
A	nuværende	0.00016372110538411
D	naturligvis	0.000163676732204105
NC	råd	0.00016366307891795
NC	medie	0.000163558403724092
NC	onsdag	0.000163444626339464
NC	grænse	0.000163170422842511
T	foran	0.000163025925564034
NC	svar	0.000162924663691715
D	længere	0.000162755135388619
NC	indsats	0.000162453625319356
V	regne	0.000161815334191593
V	huske	0.00016100296366535
NC	bestyrelse	0.000160917630626879
NC	firma	0.000160868706351489
V	tabe	0.000160636600486849
NP	Christian	0.00016029981942835
A	slem	0.000160262272891423
V	klare	0.00016006430024217
A	grøn	0.000159925491832925
V	gennemføre	0.000159580746357502
L	22	0.000159530684308266
NC	hoved	0.000159496551092877
V	bede	0.000159360018231324
NC	befolkning	0.000159320196146704
D	hverken	0.000158981139540513
NC	søn	0.000158882153215887
NP	Morten	0.0001587865802128
V	dø	0.000158408839295835
NC	januar	0.00015836446611583
T	trods	0.000158292786363515
NC	forsøg	0.000158287097494283
NC	patient	0.000158250688731202
A	svensk	0.00015811984473888
V	bestå	0.000157788752549613
NC	nat	0.000157776237037304
NP	Christensen	0.000157596468769592
NC	forening	0.000157552095589587
A	konservativ	0.000157414424954188
D	virkelig	0.000157312025308022
NC	folketing	0.000157209625661857
NC	salg	0.00015699799972645
NC	mening	0.00015687853347259
A	yderlig	0.000156727209551035
NC	start	0.000156714694038726
NC	tirsdag	0.000155571231323216
NC	pause	0.000155422182949354
D	inde	0.00015535619206627
NC	lys	0.000155282236766261
NP	Per	0.000154781616273899
V	støtte	0.000154389084296933
A	normal	0.000153808819635331
A	smuk	0.000153738277656861
NC	stilling	0.00015373258878763
NC	organisation	0.000153204661722957
V	hente	0.000152857640699842
NC	museum	0.000152729072255212
V	understrege	0.00015259822826289
T	via	0.000152462833175183
A	vis	0.000152291029324395
NC	oplysning	0.000151893946252044
D	før	0.000151532134168927
NC	stemme	0.000151465005511997
NC	værdi	0.000151465005511997
NP	John	0.000151304579399671
NC	hjem	0.000151177148728888
D	egentlig	0.000149530789973323
A	let	0.000149362399444074
D	engang	0.000149154186830205
NP	Sverige	0.000149095022590198
D	dengang	0.000148414633830124
V	skifte	0.000148280376516263
A	afgørende	0.000148146119202402
V	mærke	0.000148026652948543
V	forlade	0.000147982279768538
NC	forskel	0.000147978866446999
NC	september	0.000147836644716214
NC	nej	0.000147797960405441
V	indgå	0.000147793409310055
NC	minister	0.000147745622808512
NC	scene	0.000147254104506919
NC	mad	0.000147219971291531
NC	unge	0.000146540720305303
NP	V	0.000146461076136063
NC	kunst	0.000146276756772966
NC	journalist	0.000146017344336015
NC	behandling	0.000145914944689849
NC	død	0.000145722660909828
V	nævne	0.000145478039532878
NC	udtryk	0.000145384742077484
NC	jord	0.000145342644445171
D	midt	0.000144986521231286
A	dyr	0.000144975143492823
V	føde	0.000144867054977427
NC	bane	0.000144794237451265
V	fungere	0.000144786273034341
D	pludselig	0.000144225350528126
NP	Jørgensen	0.000144141155263501
NC	maj	0.000143961386995789
V	kigge	0.000143897671660397
V	dele	0.000143854436254239
NC	professor	0.000143682632403451
P	enhver	0.000143577957209593
M	@erne	0.000143480108658813
NC	milliard	0.000143346989118799
V	melde	0.000143275309366483
NC	klasse	0.000143207042935706
NC	udstilling	0.000143141052052622
NC	niveau	0.000142783791064891
NC	afdeling	0.000142708697991036
NP	Jan	0.000142679115871033
A	moderne	0.000142388983540232
NC	værk	0.000142211490820212
D	snart	0.000141986211598649
NC	succes	0.00014182692326017
NC	vækst	0.00014149696884475
NP	New	0.000141200009870871
NC	ende	0.000141134018987787
NC	myndighed	0.000140907601992377
NP	Møller	0.000140453630227712
L	2008	0.000140375123832319
NP	SF	0.000140375123832319
NC	telefon	0.000140274999733846
NP	Aarhus	0.000140083853727671
A	britisk	0.00013998941849843
NC	rapport	0.000139741383799942
A	sådan	0.000139230523342962
NP	Poul	0.000138993866382937
NC	bord	0.000138893742284464
NC	chef	0.000138407912852103
NC	magt	0.000138018794196676
NC	chance	0.000137753692890493
D	derefter	0.000137432840665842
NC	butik	0.00013717684155043
D	sidst	0.000137061926391955
NC	marts	0.000137044859784261
V	fortale	0.000136613643496522
NC	region	0.000136530586005743
NC	november	0.000136340577773415
NP	DR	0.000136299617914949
V	levere	0.000136240453674942
NP	Martin	0.000136107334134928
V	bære	0.000135937805831832
A	speciel	0.000135803548517971
NP	Sørensen	0.000135664740108725
V	pege	0.000135454251947164
L	24	0.000134847818487097
A	voldsom	0.000134825063010172
V	stoppe	0.000134599783788608
A	generel	0.000134581579407068
NC	kritik	0.000134546308417833
NP	Rusland	0.000134435944354744
NC	gæst	0.00013440067336551
NC	dør	0.000134365402376275
NC	december	0.000134280069337804
V	foregå	0.000134273242694726
A	aktiv	0.000134237971705492
NC	serie	0.000134169705274715
NC	oplevelse	0.000133952390470076
NP	Fyn	0.000133716871283896
NC	post	0.000133446081108482
NC	kultur	0.000133432427822327
NC	soldat	0.000133385779094629
L	70	0.000133076304608441
NP	Frankrig	0.000133036482523822
NC	fokus	0.000132953425033043
D	hjemme	0.000132882883054574
V	drive	0.000132803238885334
A	flot	0.000132790723373025
V	undgå	0.000132778207860716
NC	konsekvens	0.000132729283585326
V	bestemme	0.00013254155090069
NC	ide	0.000132393640300674
NC	årsag	0.000132356093763747
NP	K	0.000132240040831427
NC	erfaring	0.00013198517948986
L	200	0.000131783793519069
NC	juni	0.000131578994226739
A	daglig	0.000131341199492866
NC	blad	0.000131311617372863
NC	statsminister	0.000130870161120507
NC	fodbold	0.000130693806174334
NC	april	0.000130686979531256
NC	betydning	0.000130683566209717
NC	oktober	0.000130271692077365
A	nødt	0.000130137434763504
NC	besøg	0.000129899640029631
NC	fordel	0.00012974717833423
A	væsentlig	0.000129529863529591
T	indtil	0.00012943542830035
V	dreje	0.000129358059678803
L	2007	0.000129236317877251
L	500	0.000129165775898782
V	dræbe	0.000128993972047994
C	indtil	0.000128975767666453
D	dels	0.000128887021306443
V	lide	0.000128673119823343
NC	kunstner	0.000128542275831021
V	løse	0.000128273761203299
V	forsvinde	0.000128058721946353
NC	ønske	0.000128055308624814
V	konstatere	0.000127853922654022
NC	støtte	0.000127752660781704
V	tilbyde	0.00012770487428016
NC	begyndelse	0.000127651398909385
V	tjene	0.000127585408026301
NC	kurs	0.000127428395235514
A	engelsk	0.000127069996473936
NP	Jesper	0.000126915259230843
L	23	0.000126829926192372
C	&	0.000126664948984661
V	frasælge	0.000126522727253876
V	byde	0.000126465838561563
NC	model	0.000126135884146142
A	billig	0.000126064204393826
NC	fejl	0.000125994800189203
D	endelig	0.000125991386867664
NC	gade	0.000125458908707606
A	nem	0.00012540884665837
NC	holdning	0.000125209736235271
NC	risiko	0.000124948048250627
NC	folkeparti	0.000124877506272158
D	helst	0.000124784208816763
V	spise	0.000124647675955209
NP	eller	0.00012464426263367
L	80	0.000124455392175188
L	en	0.000123994593767445
D	derimod	0.000123686257055104
V	besøge	0.000123630506136636
NC	natur	0.000123602061790479
V	slippe	0.000123390435855071
V	beskrive	0.000122490456742665
A	venstre	0.000122398297061116
V	foretage	0.000122130920207241
NC	produkt	0.000121803241339513
V	træde	0.000121618921976416
V	lede	0.000121104648197898
A	voksen	0.000121093270459435
V	glæde	0.000121075066077894
NP	Aalborg	0.000120987457491731
A	radikal	0.000120961288693266
NC	kvalitet	0.000120811102545558
NC	bygning	0.000120774693782477
NC	koncert	0.00012064840088554
NC	borgmester	0.000120415157247053
A	formentlig	0.000120399228413205
NC	konkurrence	0.000120302517636271
NC	datter	0.000120164847000871
NC	kontakt	0.000120049931842397
NC	point	0.000119982803185467
A	konkret	0.000119946394422386
NC	dollar	0.000119887230182379
V	undersøge	0.000119589133434654
NC	kollega	0.000119586857886962
NC	center	0.000119557275766959
V	kaste	0.000119471942728488
NC	artikel	0.000119371818630015
A	anderledes	0.000119317205485394
NC	flertal	0.000119111268419217
NC	lyst	0.000118726700859175
D	desværre	0.000118629990082242
NC	stand	0.000118227218140659
NC	weekend	0.000118195360472963
L	2009	0.000118061103159102
NC	sprog	0.000118045174325254
V	slutte	0.000117582100369819
D	knap	0.000117513833939042
NC	sang	0.000117335203445176
A	spændende	0.00011684482291743
NC	aktivitet	0.000116447739845079
NC	dyr	0.000116215633980438
D	efterhånden	0.000116085927761963
NC	tilbud	0.000115866337409631
NC	hensyn	0.000115782142145006
NC	fængsel	0.00011567405362961
V	rette	0.000115659262569608
V	kæmpe	0.000115563689566521
V	interessere	0.000115369130238807
NC	sygdom	0.000115269006140334
A	umiddelbar	0.000115141575469551
NC	publikum	0.000115107442254163
V	stemme	0.000115041451371079
NC	omgang	0.000115040313597232
NC	herre	0.000115000491512613
NC	skyld	0.000114577239641797
V	overraske	0.000114528315366407
NC	krop	0.000114440706780244
NC	adgang	0.000114395195826392
V	synge	0.000114348547098695
L	ni	0.000114346271551003
A	russisk	0.000113999250527888
NC	forsker	0.000113844513284794
V	behandle	0.000113216462121648
A	reel	0.000113216462121648
NC	februar	0.000112972978518544
V	skære	0.000112828481240067
V	opnå	0.000112798899120064
V	elske	0.000112786383607755
NC	bolig	0.000112701050569284
NC	karriere	0.000112686259509282
NC	socialdemokrat	0.000112532660040034
C	selvom	0.000112453015870795
NC	udfordring	0.000112305105270779
A	årlig	0.000112191327886151
NC	august	0.000112178812373842
D	overhovedet	0.000111974013081512
NC	top	0.00011195011983074
V	præsentere	0.000111712325096867
NC	stjerne	0.000111581481104545
A	kraftig	0.00011157693000916
V	ringe	0.000111348237466058
NC	forklaring	0.000111135473756804
A	sjælden	0.0001110296607891
NP	Petersen	0.000110780488316765
A	bred	0.000110760008387532
V	tilføje	0.000110587066762898
P	I	0.000110576826798281
V	opstå	0.000110422089555188
A	tilsyneladende	0.000110334480969024
NC	roman	0.000110183157047469
I	nej	0.000110039797542838
NC	forhandling	0.000109821344964352
NP	London	0.000109804278356658
NP	C	0.000109665469947412
A	historisk	0.000109567621396632
NC	halvdel	0.000109550554788938
V	true	0.000109321862245836
NC	alvor	0.000109264973553522
NC	kone	0.000108741597584234
NP	Berlingske	0.000108669917831918
D	om	0.000108532247196519
NP	B	0.00010842188313343
A	selve	0.000108360443345731
NC	spille	0.000108294452462646
V	indføre	0.000108285350271876
D	eksempelvis	0.000108163608470324
NC	rejse	0.000108069173241083
V	træne	0.00010789281829491
NC	titel	0.000107739218825662
A	forkert	0.00010769712119335
L	2006	0.00010768801900258
